miRNA Name,Disease Name,MeSH
hsa-miR-367-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-30b-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-21-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-372-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-103a-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-135a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-153-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-181a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-101-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-107,prostate cancer,Prostatic Neoplasms
hsa-miR-130a-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-182-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-129-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-20a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-346,prostate cancer,Prostatic Neoplasms
hsa-miR-188-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-370-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-98-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-181b-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-340-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-136-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-139-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-185-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-125b-5p,retinoblastoma,Retinoblastoma
hsa-miR-181a-5p,retinoblastoma,Retinoblastoma
hsa-miR-193a-3p,breast cancer,Breast Neoplasms
hsa-miR-374a-5p,breast cancer,Breast Neoplasms
hsa-miR-142-3p,breast cancer,Breast Neoplasms
hsa-miR-181a-5p,breast cancer,Breast Neoplasms
hsa-miR-96-5p,breast cancer,Breast Neoplasms
hsa-miR-106b-5p,breast cancer,Breast Neoplasms
hsa-miR-25-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-32-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-93-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-106b-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-134-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-488-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-379-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-197-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-494-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-193a-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-155-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-378a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-195-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-139-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-422a,colorectal cancer,Colorectal Neoplasms
hsa-miR-21-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-30a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-125a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-182-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-31-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-224-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-26a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-181b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-143-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-183-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-145-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-10b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-93-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-203a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-106b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-503-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-150-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-96-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-17-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-29a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-7-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-30b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-210-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-490-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-99a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-20a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-25-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-93-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-106b-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-25-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-224-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-100-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-422a,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-210-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-99a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-101-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-125b-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-107,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-378a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-185-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-103a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-188-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-130a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-34a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-29c-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-148a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-17-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-331-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-195-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-98-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-199a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-181a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-424-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-22-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-20a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-155-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-296-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-134-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-145-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-200a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-10a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-214-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-29c-3p,kidney cancer,Kidney Neoplasms
hsa-miR-139-5p,kidney cancer,Kidney Neoplasms
hsa-miR-93-5p,kidney cancer,Kidney Neoplasms
hsa-miR-182-5p,kidney cancer,Kidney Neoplasms
hsa-miR-30a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-29b-3p,kidney cancer,Kidney Neoplasms
hsa-miR-146a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-143-3p,kidney cancer,Kidney Neoplasms
hsa-miR-200a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-422a,kidney cancer,Kidney Neoplasms
hsa-miR-455-5p,kidney cancer,Kidney Neoplasms
hsa-miR-183-5p,kidney cancer,Kidney Neoplasms
hsa-miR-130a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-429,kidney cancer,Kidney Neoplasms
hsa-miR-106b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-378a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-30b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-181b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-21-5p,kidney cancer,Kidney Neoplasms
hsa-miR-149-5p,kidney cancer,Kidney Neoplasms
hsa-miR-25-3p,kidney cancer,Kidney Neoplasms
hsa-miR-195-5p,kidney cancer,Kidney Neoplasms
hsa-miR-424-5p,kidney cancer,Kidney Neoplasms
hsa-miR-148a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-145-5p,kidney cancer,Kidney Neoplasms
hsa-miR-335-5p,kidney cancer,Kidney Neoplasms
hsa-miR-200b-3p,kidney cancer,Kidney Neoplasms
hsa-miR-181d-5p,kidney cancer,Kidney Neoplasms
hsa-miR-31-5p,kidney cancer,Kidney Neoplasms
hsa-miR-17-5p,kidney cancer,Kidney Neoplasms
hsa-miR-489-3p,kidney cancer,Kidney Neoplasms
hsa-miR-27a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-101-3p,kidney cancer,Kidney Neoplasms
hsa-miR-17-3p,kidney cancer,Kidney Neoplasms
hsa-miR-181a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-330-3p,kidney cancer,Kidney Neoplasms
hsa-miR-150-5p,kidney cancer,Kidney Neoplasms
hsa-miR-26a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-324-5p,kidney cancer,Kidney Neoplasms
hsa-miR-345-5p,kidney cancer,Kidney Neoplasms
hsa-miR-185-5p,kidney cancer,Kidney Neoplasms
hsa-miR-382-5p,kidney cancer,Kidney Neoplasms
hsa-miR-502-5p,kidney cancer,Kidney Neoplasms
hsa-miR-432-5p,kidney cancer,Kidney Neoplasms
hsa-miR-134-5p,kidney cancer,Kidney Neoplasms
hsa-miR-23b-3p,kidney cancer,Kidney Neoplasms
hsa-miR-200c-3p,kidney cancer,Kidney Neoplasms
hsa-miR-20a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-486-5p,kidney cancer,Kidney Neoplasms
hsa-miR-206,kidney cancer,Kidney Neoplasms
hsa-miR-361-5p,kidney cancer,Kidney Neoplasms
hsa-miR-188-5p,kidney cancer,Kidney Neoplasms
hsa-miR-218-5p,kidney cancer,Kidney Neoplasms
hsa-miR-331-3p,kidney cancer,Kidney Neoplasms
hsa-miR-152-3p,kidney cancer,Kidney Neoplasms
hsa-miR-10b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-127-3p,kidney cancer,Kidney Neoplasms
hsa-miR-155-5p,kidney cancer,Kidney Neoplasms
hsa-miR-34a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-452-5p,kidney cancer,Kidney Neoplasms
hsa-miR-10a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-494-3p,kidney cancer,Kidney Neoplasms
hsa-miR-223-3p,kidney cancer,Kidney Neoplasms
hsa-miR-503-5p,kidney cancer,Kidney Neoplasms
hsa-miR-214-3p,kidney cancer,Kidney Neoplasms
hsa-miR-100-5p,kidney cancer,Kidney Neoplasms
hsa-miR-24-3p,kidney cancer,Kidney Neoplasms
hsa-miR-99a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-125a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-339-5p,kidney cancer,Kidney Neoplasms
hsa-miR-125b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-21-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-181d-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-181b-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-491-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-455-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-29c-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-145-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-143-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-99a-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-181a-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-185-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-125b-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-100-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-532-5p,kidney cancer,Kidney Neoplasms
hsa-miR-193a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-141-3p,kidney cancer,Kidney Neoplasms
hsa-miR-138-5p,kidney cancer,Kidney Neoplasms
hsa-miR-16-5p,kidney cancer,Kidney Neoplasms
hsa-miR-545-3p,kidney cancer,Kidney Neoplasms
hsa-miR-142-5p,kidney cancer,Kidney Neoplasms
hsa-miR-142-3p,kidney cancer,Kidney Neoplasms
hsa-miR-296-5p,kidney cancer,Kidney Neoplasms
hsa-miR-454-3p,kidney cancer,Kidney Neoplasms
hsa-miR-197-3p,kidney cancer,Kidney Neoplasms
hsa-miR-7-5p,kidney cancer,Kidney Neoplasms
hsa-miR-507,kidney cancer,Kidney Neoplasms
hsa-miR-590-5p,kidney cancer,Kidney Neoplasms
hsa-miR-135a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-595,kidney cancer,Kidney Neoplasms
hsa-miR-106b-5p,brain cancer,Brain Neoplasms
hsa-miR-25-3p,brain cancer,Brain Neoplasms
hsa-miR-133b,brain cancer,Brain Neoplasms
hsa-miR-138-5p,brain cancer,Brain Neoplasms
hsa-miR-100-5p,brain cancer,Brain Neoplasms
hsa-miR-345-5p,brain cancer,Brain Neoplasms
hsa-miR-382-5p,brain cancer,Brain Neoplasms
hsa-miR-34a-5p,brain cancer,Brain Neoplasms
hsa-miR-330-3p,brain cancer,Brain Neoplasms
hsa-miR-346,brain cancer,Brain Neoplasms
hsa-miR-29a-3p,brain cancer,Brain Neoplasms
hsa-miR-21-5p,brain cancer,Brain Neoplasms
hsa-miR-155-5p,brain cancer,Brain Neoplasms
hsa-miR-181a-5p,brain cancer,Brain Neoplasms
hsa-miR-16-5p,brain cancer,Brain Neoplasms
hsa-miR-218-5p,brain cancer,Brain Neoplasms
hsa-miR-199a-5p,brain cancer,Brain Neoplasms
hsa-miR-193a-3p,brain cancer,Brain Neoplasms
hsa-miR-7-5p,brain cancer,Brain Neoplasms
hsa-miR-185-5p,brain cancer,Brain Neoplasms
hsa-miR-339-5p,brain cancer,Brain Neoplasms
hsa-miR-199b-5p,brain cancer,Brain Neoplasms
hsa-miR-338-3p,brain cancer,Brain Neoplasms
hsa-miR-153-3p,brain cancer,Brain Neoplasms
hsa-miR-503-5p,brain cancer,Brain Neoplasms
hsa-miR-17-3p,brain cancer,Brain Neoplasms
hsa-miR-182-5p,brain cancer,Brain Neoplasms
hsa-miR-326,brain cancer,Brain Neoplasms
hsa-miR-200b-3p,brain cancer,Brain Neoplasms
hsa-miR-421,brain cancer,Brain Neoplasms
hsa-miR-188-5p,brain cancer,Brain Neoplasms
hsa-miR-448,brain cancer,Brain Neoplasms
hsa-miR-150-5p,brain cancer,Brain Neoplasms
hsa-miR-297,brain cancer,Brain Neoplasms
hsa-miR-33a-5p,brain cancer,Brain Neoplasms
hsa-miR-519d-3p,brain cancer,Brain Neoplasms
hsa-miR-302b-3p,brain cancer,Brain Neoplasms
hsa-miR-145-5p,brain cancer,Brain Neoplasms
hsa-miR-224-5p,brain cancer,Brain Neoplasms
hsa-miR-376b-3p,brain cancer,Brain Neoplasms
hsa-miR-98-5p,brain cancer,Brain Neoplasms
hsa-miR-452-5p,brain cancer,Brain Neoplasms
hsa-miR-194-5p,brain cancer,Brain Neoplasms
hsa-miR-411-5p,brain cancer,Brain Neoplasms
hsa-miR-200a-3p,brain cancer,Brain Neoplasms
hsa-miR-20a-5p,brain cancer,Brain Neoplasms
hsa-miR-142-5p,brain cancer,Brain Neoplasms
hsa-miR-381-3p,brain cancer,Brain Neoplasms
hsa-miR-10b-5p,brain cancer,Brain Neoplasms
hsa-miR-432-5p,brain cancer,Brain Neoplasms
hsa-miR-148a-3p,brain cancer,Brain Neoplasms
hsa-miR-431-5p,brain cancer,Brain Neoplasms
hsa-miR-181b-5p,brain cancer,Brain Neoplasms
hsa-miR-31-5p,brain cancer,Brain Neoplasms
hsa-miR-377-3p,brain cancer,Brain Neoplasms
hsa-miR-129-5p,brain cancer,Brain Neoplasms
hsa-miR-149-5p,brain cancer,Brain Neoplasms
hsa-miR-378a-3p,brain cancer,Brain Neoplasms
hsa-miR-205-5p,brain cancer,Brain Neoplasms
hsa-miR-140-5p,brain cancer,Brain Neoplasms
hsa-miR-186-5p,brain cancer,Brain Neoplasms
hsa-miR-522-3p,brain cancer,Brain Neoplasms
hsa-miR-331-3p,brain cancer,Brain Neoplasms
hsa-miR-197-3p,brain cancer,Brain Neoplasms
hsa-miR-515-5p,brain cancer,Brain Neoplasms
hsa-miR-379-5p,brain cancer,Brain Neoplasms
hsa-miR-101-3p,brain cancer,Brain Neoplasms
hsa-miR-206,brain cancer,Brain Neoplasms
hsa-miR-340-5p,brain cancer,Brain Neoplasms
hsa-miR-370-3p,brain cancer,Brain Neoplasms
hsa-miR-203a-3p,brain cancer,Brain Neoplasms
hsa-miR-96-5p,brain cancer,Brain Neoplasms
hsa-miR-136-5p,brain cancer,Brain Neoplasms
hsa-miR-143-3p,brain cancer,Brain Neoplasms
hsa-miR-372-3p,brain cancer,Brain Neoplasms
hsa-miR-22-3p,brain cancer,Brain Neoplasms
hsa-miR-93-5p,brain cancer,Brain Neoplasms
hsa-miR-135a-5p,brain cancer,Brain Neoplasms
hsa-miR-433-3p,brain cancer,Brain Neoplasms
hsa-miR-152-3p,brain cancer,Brain Neoplasms
hsa-miR-9-5p,brain cancer,Brain Neoplasms
hsa-miR-141-3p,brain cancer,Brain Neoplasms
hsa-miR-96-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-183-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-149-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-376c-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-210-3p,lung cancer,Lung Neoplasms
hsa-miR-486-5p,lung cancer,Lung Neoplasms
hsa-miR-218-5p,lung cancer,Lung Neoplasms
hsa-miR-138-5p,lung cancer,Lung Neoplasms
hsa-miR-338-5p,lung cancer,Lung Neoplasms
hsa-miR-338-3p,lung cancer,Lung Neoplasms
hsa-miR-145-5p,lung cancer,Lung Neoplasms
hsa-miR-183-5p,lung cancer,Lung Neoplasms
hsa-miR-140-3p,lung cancer,Lung Neoplasms
hsa-miR-492,lung cancer,Lung Neoplasms
hsa-miR-96-5p,lung cancer,Lung Neoplasms
hsa-miR-143-3p,lung cancer,Lung Neoplasms
hsa-miR-200c-3p,lung cancer,Lung Neoplasms
hsa-miR-195-5p,lung cancer,Lung Neoplasms
hsa-miR-125b-5p,lung cancer,Lung Neoplasms
hsa-miR-31-5p,lung cancer,Lung Neoplasms
hsa-miR-200b-3p,lung cancer,Lung Neoplasms
hsa-miR-503-5p,lung cancer,Lung Neoplasms
hsa-miR-17-5p,lung cancer,Lung Neoplasms
hsa-miR-93-5p,lung cancer,Lung Neoplasms
hsa-miR-106b-5p,lung cancer,Lung Neoplasms
hsa-miR-205-5p,lung cancer,Lung Neoplasms
hsa-miR-149-5p,lung cancer,Lung Neoplasms
hsa-miR-302b-3p,lung cancer,Lung Neoplasms
hsa-miR-150-5p,lung cancer,Lung Neoplasms
hsa-miR-429,lung cancer,Lung Neoplasms
hsa-miR-101-3p,lung cancer,Lung Neoplasms
hsa-miR-376b-3p,lung cancer,Lung Neoplasms
hsa-miR-9-5p,lung cancer,Lung Neoplasms
hsa-miR-139-5p,lung cancer,Lung Neoplasms
hsa-miR-502-3p,lung cancer,Lung Neoplasms
hsa-miR-326,lung cancer,Lung Neoplasms
hsa-miR-431-5p,lung cancer,Lung Neoplasms
hsa-miR-345-5p,lung cancer,Lung Neoplasms
hsa-miR-485-3p,lung cancer,Lung Neoplasms
hsa-miR-377-3p,lung cancer,Lung Neoplasms
hsa-miR-100-5p,lung cancer,Lung Neoplasms
hsa-miR-335-5p,lung cancer,Lung Neoplasms
hsa-miR-130a-3p,lung cancer,Lung Neoplasms
hsa-miR-339-5p,lung cancer,Lung Neoplasms
hsa-miR-127-3p,lung cancer,Lung Neoplasms
hsa-miR-501-3p,lung cancer,Lung Neoplasms
hsa-miR-141-3p,lung cancer,Lung Neoplasms
hsa-miR-382-5p,lung cancer,Lung Neoplasms
hsa-miR-367-3p,lung cancer,Lung Neoplasms
hsa-miR-944,lung cancer,Lung Neoplasms
hsa-miR-223-3p,lung cancer,Lung Neoplasms
hsa-miR-206,lung cancer,Lung Neoplasms
hsa-miR-30b-5p,lung cancer,Lung Neoplasms
hsa-miR-330-3p,lung cancer,Lung Neoplasms
hsa-miR-331-3p,lung cancer,Lung Neoplasms
hsa-miR-491-5p,lung cancer,Lung Neoplasms
hsa-miR-622,lung cancer,Lung Neoplasms
hsa-miR-7-5p,lung cancer,Lung Neoplasms
hsa-miR-155-5p,lung cancer,Lung Neoplasms
hsa-miR-381-3p,lung cancer,Lung Neoplasms
hsa-miR-324-5p,lung cancer,Lung Neoplasms
hsa-miR-139-3p,lung cancer,Lung Neoplasms
hsa-miR-548b-3p,lung cancer,Lung Neoplasms
hsa-miR-199b-5p,lung cancer,Lung Neoplasms
hsa-miR-370-3p,lung cancer,Lung Neoplasms
hsa-miR-936,lung cancer,Lung Neoplasms
hsa-miR-296-5p,lung cancer,Lung Neoplasms
hsa-miR-21-5p,lung cancer,Lung Neoplasms
hsa-miR-532-5p,lung cancer,Lung Neoplasms
hsa-miR-25-3p,lung cancer,Lung Neoplasms
hsa-miR-532-3p,lung cancer,Lung Neoplasms
hsa-miR-129-5p,lung cancer,Lung Neoplasms
hsa-miR-519d-3p,lung cancer,Lung Neoplasms
hsa-miR-654-3p,lung cancer,Lung Neoplasms
hsa-miR-379-5p,lung cancer,Lung Neoplasms
hsa-miR-372-3p,lung cancer,Lung Neoplasms
hsa-miR-146b-3p,lung cancer,Lung Neoplasms
hsa-miR-188-5p,lung cancer,Lung Neoplasms
hsa-miR-10a-5p,lung cancer,Lung Neoplasms
hsa-miR-449a,lung cancer,Lung Neoplasms
hsa-miR-512-3p,lung cancer,Lung Neoplasms
hsa-miR-224-5p,lung cancer,Lung Neoplasms
hsa-miR-10b-5p,lung cancer,Lung Neoplasms
hsa-miR-572,lung cancer,Lung Neoplasms
hsa-miR-433-3p,lung cancer,Lung Neoplasms
hsa-miR-340-5p,lung cancer,Lung Neoplasms
hsa-miR-516a-5p,lung cancer,Lung Neoplasms
hsa-miR-496,lung cancer,Lung Neoplasms
hsa-miR-607,lung cancer,Lung Neoplasms
hsa-miR-490-3p,lung cancer,Lung Neoplasms
hsa-miR-26a-5p,lung cancer,Lung Neoplasms
hsa-miR-20a-5p,lung cancer,Lung Neoplasms
hsa-miR-885-3p,lung cancer,Lung Neoplasms
hsa-miR-127-5p,lung cancer,Lung Neoplasms
hsa-miR-193a-5p,lung cancer,Lung Neoplasms
hsa-miR-658,lung cancer,Lung Neoplasms
hsa-miR-512-5p,lung cancer,Lung Neoplasms
hsa-miR-873-5p,lung cancer,Lung Neoplasms
hsa-miR-507,lung cancer,Lung Neoplasms
hsa-miR-526b-5p,lung cancer,Lung Neoplasms
hsa-miR-570-3p,lung cancer,Lung Neoplasms
hsa-miR-494-3p,lung cancer,Lung Neoplasms
hsa-miR-646,lung cancer,Lung Neoplasms
hsa-miR-486-3p,lung cancer,Lung Neoplasms
hsa-miR-411-5p,lung cancer,Lung Neoplasms
hsa-miR-628-5p,lung cancer,Lung Neoplasms
hsa-miR-520a-5p,lung cancer,Lung Neoplasms
hsa-miR-940,lung cancer,Lung Neoplasms
hsa-miR-558,lung cancer,Lung Neoplasms
hsa-miR-124-3p,lung cancer,Lung Neoplasms
hsa-miR-135a-5p,lung cancer,Lung Neoplasms
hsa-miR-615-5p,lung cancer,Lung Neoplasms
hsa-miR-376c-3p,lung cancer,Lung Neoplasms
hsa-miR-524-3p,lung cancer,Lung Neoplasms
hsa-miR-346,lung cancer,Lung Neoplasms
hsa-miR-134-5p,lung cancer,Lung Neoplasms
hsa-miR-455-5p,lung cancer,Lung Neoplasms
hsa-miR-32-5p,lung cancer,Lung Neoplasms
hsa-miR-421,lung cancer,Lung Neoplasms
hsa-miR-637,lung cancer,Lung Neoplasms
hsa-miR-569,lung cancer,Lung Neoplasms
hsa-miR-369-3p,lung cancer,Lung Neoplasms
hsa-miR-567,lung cancer,Lung Neoplasms
hsa-miR-125a-3p,lung cancer,Lung Neoplasms
hsa-miR-378a-3p,lung cancer,Lung Neoplasms
hsa-miR-29a-3p,lung cancer,Lung Neoplasms
hsa-miR-544a,lung cancer,Lung Neoplasms
hsa-miR-193a-3p,lung cancer,Lung Neoplasms
hsa-miR-942-5p,lung cancer,Lung Neoplasms
hsa-miR-635,lung cancer,Lung Neoplasms
hsa-miR-582-3p,lung cancer,Lung Neoplasms
hsa-miR-802,lung cancer,Lung Neoplasms
hsa-miR-432-5p,lung cancer,Lung Neoplasms
hsa-miR-194-5p,lung cancer,Lung Neoplasms
hsa-miR-98-5p,lung cancer,Lung Neoplasms
hsa-miR-107,lung cancer,Lung Neoplasms
hsa-miR-133b,lung cancer,Lung Neoplasms
hsa-miR-135b-5p,lung cancer,Lung Neoplasms
hsa-miR-518c-5p,lung cancer,Lung Neoplasms
hsa-miR-526b-3p,lung cancer,Lung Neoplasms
hsa-miR-148a-3p,lung cancer,Lung Neoplasms
hsa-miR-203a-3p,lung cancer,Lung Neoplasms
hsa-miR-17-3p,lung cancer,Lung Neoplasms
hsa-miR-488-3p,lung cancer,Lung Neoplasms
hsa-miR-23b-3p,lung cancer,Lung Neoplasms
hsa-miR-152-3p,lung cancer,Lung Neoplasms
hsa-miR-185-5p,lung cancer,Lung Neoplasms
hsa-miR-485-5p,lung cancer,Lung Neoplasms
hsa-miR-34a-5p,lung cancer,Lung Neoplasms
hsa-miR-186-5p,lung cancer,Lung Neoplasms
hsa-miR-542-3p,lung cancer,Lung Neoplasms
hsa-miR-181a-5p,lung cancer,Lung Neoplasms
hsa-miR-30a-3p,lung cancer,Lung Neoplasms
hsa-miR-361-5p,lung cancer,Lung Neoplasms
hsa-miR-422a,lung cancer,Lung Neoplasms
hsa-miR-377-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-210-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-199b-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-194-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-512-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-127-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-224-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-654-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-136-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-219a-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-29b-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-205-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-625-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-614,esophageal cancer,Esophageal Neoplasms
hsa-miR-577,esophageal cancer,Esophageal Neoplasms
hsa-miR-29a-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-186-5p,esophageal cancer,Esophageal Neoplasms
hsa-miR-766-3p,esophageal cancer,Esophageal Neoplasms
